Samples,YEAR,MONTH,DAY,DAY_OF_WEEK,AIRLINE,FLIGHT_NUMBER,TAIL_NUMBER,ORIGIN_AIRPORT,DESTINATION_AIRPORT,SCHEDULED_DEPARTURE,DEPARTURE_TIME,DEPARTURE_DELAY,TAXI_OUT,WHEELS_OFF,SCHEDULED_TIME,ELAPSED_TIME,AIR_TIME,DISTANCE,WHEELS_ON,TAXI_IN,SCHEDULED_ARRIVAL,ARRIVAL_TIME,ARRIVAL_DELAY,DIVERTED,CANCELLED,CANCELLATION_REASON,AIR_SYSTEM_DELAY,SECURITY_DELAY,AIRLINE_DELAY,LATE_AIRCRAFT_DELAY,WEATHER_DELAY
2267672,2015,5,24,7,DL,1505,N831DN,MSP,SFO,1545,1556,11,16,1612,241,230,207,1589,1739,7,1746,1746,0,0,0,,,,,,
3040271,2015,7,10,5,DL,1647,N933DN,LGA,ATL,759,804,5,47,851,156,155,103,762,1034,5,1035,1039,4,0,0,,,,,,
5195767,2015,11,21,6,B6,1002,N190JB,FLL,JFK,1105,1105,0,13,1118,167,155,137,1069,1335,5,1352,1340,-12,0,0,,,,,,
2987025,2015,7,7,2,AA,1780,N832AW,DTW,CLT,655,654,-1,10,704,106,100,76,500,820,14,841,834,-7,0,0,,,,,,
3392312,2015,7,30,4,WN,2761,N7744A,MCO,PHL,2210,2336,86,9,2345,140,138,118,861,143,11,30,154,84,0,0,,0,0,26,58,0
4038019,2015,9,8,2,DL,176,N958DL,DFW,ATL,1600,1554,-6,15,1609,135,127,98,731,1847,14,1915,1901,-14,0,0,,,,,,
2058261,2015,5,11,1,UA,1026,N54241,LAX,EWR,1530,1539,9,27,1606,324,314,280,2454,2346,7,2354,2353,-1,0,0,,,,,,
2567910,2015,6,11,4,OO,4503,N936SW,GRB,MSP,1925,1927,2,40,2007,64,99,51,252,2058,8,2029,2106,37,0,0,,35,0,0,2,0
5179603,2015,11,20,5,OO,5325,N963SW,SPI,ORD,1034,1030,-4,12,1042,66,57,35,174,1117,10,1140,1127,-13,0,0,,,,,,
979405,2015,3,5,4,OO,5443,N969SW,SFO,RDD,2230,2335,65,20,2355,59,58,33,199,28,5,2329,33,64,0,0,,0,0,61,3,0
4687364,2015,10,20,2,MQ,3101,N535MQ,12953,11433,659,652,-7,32,724,112,115,80,502,844,3,851,847,-4,0,0,,,,,,
4228368,2015,9,21,1,UA,2003,N409UA,ORD,IAH,619,618,-1,16,634,165,139,119,925,833,4,904,837,-27,0,0,,,,,,
953674,2015,3,4,3,DL,1228,N990AT,ATL,JAN,1208,1203,-5,14,1217,83,75,56,341,1213,5,1231,1218,-13,0,0,,,,,,
5340185,2015,12,1,2,OO,6391,N119SY,EUG,DEN,545,543,-2,9,552,155,147,132,996,904,6,920,910,-10,0,0,,,,,,
582128,2015,2,8,7,OO,2643,N423SW,ORD,CHO,1425,1539,74,24,1603,98,110,78,567,1821,8,1703,1829,86,0,0,,12,0,74,0,0
4344781,2015,9,28,1,AA,2456,N436AA,TPA,DFW,1246,1242,-4,15,1257,165,179,153,929,1430,11,1431,1441,10,0,0,,,,,,
5804945,2015,12,30,3,WN,2191,N249WN,MDW,DCA,2115,2314,119,9,2323,100,87,73,601,136,5,2355,141,106,0,0,,0,0,41,65,0
5325022,2015,11,30,1,AA,2363,N3DGAA,FLL,DFW,709,707,-2,15,722,199,234,167,1119,909,52,928,1001,33,0,0,,33,0,0,0,0
56073,2015,1,4,7,EV,4387,N15527,MOB,IAH,1521,1518,-3,10,1528,94,96,77,427,1645,9,1655,1654,-1,0,0,,,,,,
2857473,2015,6,29,1,DL,1571,N680DA,MCO,DTW,658,654,-4,20,714,150,147,121,957,915,6,928,921,-7,0,0,,,,,,
2665402,2015,6,17,3,AS,775,N586AS,ABQ,SEA,1620,1608,-12,10,1618,190,173,157,1180,1755,6,1830,1801,-29,0,0,,,,,,
38467,2015,1,3,6,US,1949,N830AW,RDU,MIA,1330,1325,-5,17,1342,131,128,106,700,1528,5,1541,1533,-8,0,0,,,,,,
3865224,2015,8,28,5,OO,4524,N427SW,SBN,ATL,1210,1205,-5,6,1211,111,97,85,566,1336,6,1401,1342,-19,0,0,,,,,,
5249018,2015,11,24,2,DL,963,N345NB,MSP,FSD,2155,2151,-4,12,2203,65,52,37,196,2240,3,2300,2243,-17,0,0,,,,,,
4840209,2015,10,29,4,AA,1275,N3KFAA,12889,11298,1740,1734,-6,12,1746,163,145,126,1055,2152,7,2223,2159,-24,0,0,,,,,,
965803,2015,3,5,4,OO,6466,N915SW,LAX,SLC,803,752,-11,13,805,119,121,101,590,1046,7,1102,1053,-9,0,0,,,,,,
5539444,2015,12,14,1,OO,5763,N971SW,DRO,DEN,601,601,0,25,626,77,78,46,250,712,7,718,719,1,0,0,,,,,,
4395065,2015,10,1,4,OO,3474,N227AG,14747,11638,1425,1431,6,9,1440,122,119,106,748,1626,4,1627,1630,3,0,0,,,,,,
3212766,2015,7,20,1,UA,262,N430UA,ORD,LAX,1232,1230,-2,30,1300,262,267,229,1744,1449,8,1454,1457,3,0,0,,,,,,
5609246,2015,12,18,5,WN,694,N900WN,MDW,LGA,1120,1119,-1,9,1128,120,113,100,725,1408,4,1420,1412,-8,0,0,,,,,,
454514,2015,1,30,5,DL,2289,N965DL,ATL,AVL,1754,1750,-4,12,1802,57,46,31,164,1833,3,1851,1836,-15,0,0,,,,,,
3488112,2015,8,5,3,DL,1728,N3747D,LAS,JFK,1610,1631,21,17,1648,299,284,255,2248,3,12,9,15,6,0,0,,,,,,
5581641,2015,12,16,3,B6,523,N942JB,JFK,LAX,1645,1645,0,24,1709,380,376,344,2475,1953,8,2005,2001,-4,0,0,,,,,,
1806847,2015,4,26,7,OO,5337,N477CA,MAF,DEN,615,620,5,14,634,113,110,92,563,706,4,708,710,2,0,0,,,,,,
3567311,2015,8,10,1,DL,1373,N375NC,ATL,TPA,1135,1132,-3,10,1142,83,70,58,406,1240,2,1258,1242,-16,0,0,,,,,,
5776520,2015,12,29,2,OO,5677,N754SK,BNA,IAH,814,909,55,12,921,139,126,108,657,1109,6,1033,1115,42,0,0,,0,0,0,42,0
3185829,2015,7,18,6,WN,1819,N8642E,OAK,MDW,1855,,,,,240,,,1844,,,55,,,0,1,A,,,,,
767538,2015,2,20,5,OO,5161,N109SY,ORD,SAT,1216,1237,21,15,1252,191,171,153,1041,1525,3,1527,1528,1,0,0,,,,,,
1267288,2015,3,23,1,AA,1691,N3HFAA,LAX,LAS,1640,1710,30,47,1757,74,100,47,236,1844,6,1754,1850,56,0,0,,26,0,0,30,0
712229,2015,2,17,2,WN,2283,N771SA,LAS,OAK,600,600,0,10,610,90,74,60,407,710,4,730,714,-16,0,0,,,,,,
304456,2015,1,20,2,DL,1426,N699DL,ATL,STL,2200,2157,-3,23,2220,106,100,72,484,2232,5,2246,2237,-9,0,0,,,,,,
2664609,2015,6,17,3,B6,524,N929JB,LAX,JFK,1529,1523,-6,13,1536,329,310,293,2475,2329,4,2358,2333,-25,0,0,,,,,,
4003883,2015,9,6,7,B6,548,N351JB,TPA,HPN,1204,1155,-9,10,1205,170,157,139,1032,1424,8,1454,1432,-22,0,0,,,,,,
1544513,2015,4,9,4,WN,992,N454WN,DAL,LAX,1620,1636,16,11,1647,200,200,185,1246,1752,4,1740,1756,16,0,0,,0,0,16,0,0
210970,2015,1,14,3,OO,4444,N817SK,LAX,SJC,1630,1629,-1,30,1659,76,82,47,308,1746,5,1746,1751,5,0,0,,,,,,
3955148,2015,9,3,4,DL,1329,N934DN,STL,MSP,700,659,-1,10,709,88,89,77,448,826,2,828,828,0,0,0,,,,,,
4599722,2015,10,14,3,AA,2433,N858AA,11298,13204,1350,1346,-4,13,1359,158,152,129,985,1708,10,1728,1718,-10,0,0,,,,,,
526588,2015,2,4,3,MQ,3052,N696MQ,FNT,ORD,1741,,,,,79,,,223,,,1800,,,0,1,B,,,,,
2003738,2015,5,8,5,WN,1002,N8614M,MHT,MCO,705,701,-4,9,710,190,204,150,1142,940,45,1015,1025,10,0,0,,,,,,
3473767,2015,8,4,2,WN,46,N906WN,DAL,ABQ,1900,1926,26,7,1933,100,94,83,580,1956,4,1940,2000,20,0,0,,0,0,17,3,0
5110086,2015,11,16,1,DL,2434,N893AT,BUF,LGA,649,647,-2,16,703,89,74,52,292,755,6,818,801,-17,0,0,,,,,,
3978669,2015,9,4,5,VX,906,N522VA,SFO,LAS,1325,1349,24,17,1406,95,94,69,414,1515,8,1500,1523,23,0,0,,1,0,0,22,0
857576,2015,2,26,4,OO,6288,N983CA,MTJ,DEN,928,945,17,12,957,67,54,35,196,1032,7,1035,1039,4,0,0,,,,,,
5519728,2015,12,12,6,EV,6167,N11127,CWA,ORD,1537,1530,-7,6,1536,71,61,47,213,1623,8,1648,1631,-17,0,0,,,,,,
5483469,2015,12,10,4,AA,439,N826AW,SMF,PHX,959,1020,21,14,1034,104,106,87,647,1301,5,1243,1306,23,0,0,,2,0,11,10,0
3654231,2015,8,15,6,B6,844,N329JB,CHS,DCA,1334,1951,377,20,2011,86,88,65,444,2116,3,1500,2119,379,0,0,,2,0,377,0,0
4584812,2015,10,13,2,EV,4329,N13994,11995,11618,1511,1501,-10,19,1520,97,98,71,445,1631,8,1648,1639,-9,0,0,,,,,,
2325552,2015,5,28,4,WN,487,N211WN,MDW,ABQ,840,840,0,16,856,185,177,156,1121,1032,5,1045,1037,-8,0,0,,,,,,
4493405,2015,10,7,3,DL,1232,N899AT,15016,11433,1830,1830,0,14,1844,95,91,66,440,2050,11,2105,2101,-4,0,0,,,,,,
4845361,2015,10,30,5,UA,200,N211UA,12016,12173,635,626,-9,11,637,435,434,418,3801,1735,5,1750,1740,-10,0,0,,,,,,
1905,2015,1,1,4,NK,812,N632NK,DFW,TPA,818,,,,,136,,,929,,,1134,,,0,1,B,,,,,
2486947,2015,6,7,7,WN,864,N7711N,SAT,DAL,730,725,-5,9,734,60,56,41,248,815,6,830,821,-9,0,0,,,,,,
5122094,2015,11,16,1,B6,71,N523JB,JFK,SLC,1839,1851,12,25,1916,321,314,284,1990,2200,5,2200,2205,5,0,0,,,,,,
1284559,2015,3,24,2,UA,72,N38454,SFO,IAD,1715,1713,-2,16,1729,310,294,273,2419,102,5,125,107,-18,0,0,,,,,,
3721846,2015,8,19,3,WN,1986,N218WN,PDX,LAS,1545,1545,0,8,1553,130,116,102,763,1735,6,1755,1741,-14,0,0,,,,,,
1870193,2015,4,29,3,UA,336,N826UA,EWR,ORD,2008,2025,17,54,2119,162,166,103,719,2202,9,2150,2211,21,0,0,,4,0,17,0,0
4988008,2015,11,8,7,OO,5362,N913SW,MRY,LAX,1134,1129,-5,10,1139,77,75,50,266,1229,15,1251,1244,-7,0,0,,,,,,
1673350,2015,4,17,5,WN,870,N602SW,MSY,HOU,1525,1524,-1,11,1535,75,67,52,302,1627,4,1640,1631,-9,0,0,,,,,,
2441263,2015,6,4,4,DL,2541,N993AT,ATL,DSM,1006,1009,3,16,1025,132,123,104,743,1109,3,1118,1112,-6,0,0,,,,,,
1792714,2015,4,25,6,US,448,N553UW,SLC,CLT,15,9,-6,17,26,232,224,200,1727,546,7,607,553,-14,0,0,,,,,,
1238209,2015,3,21,6,MQ,3248,N900MQ,MIA,ORF,2005,2355,230,,,142,,,802,,,2227,,,0,1,A,,,,,
4824761,2015,10,28,3,WN,2002,N357SW,14771,12892,1825,1822,-3,21,1843,85,78,52,337,1935,5,1950,1940,-10,0,0,,,,,,
5689177,2015,12,23,3,OO,4579,N495CA,SBN,ATL,1126,1153,27,44,1237,120,157,100,566,1417,13,1326,1430,64,0,0,,37,0,27,0,0
5095311,2015,11,15,7,UA,388,N453UA,TPA,DEN,816,807,-9,10,817,244,230,206,1506,943,14,1020,957,-23,0,0,,,,,,
3340770,2015,7,27,1,AA,794,N918US,LAX,PHL,2345,2351,6,23,14,327,306,279,2402,753,4,812,757,-15,0,0,,,,,,
5615478,2015,12,18,5,OO,5498,N121SY,SJC,DEN,1742,1802,20,11,1813,160,136,118,948,2111,7,2122,2118,-4,0,0,,,,,,
2273303,2015,5,25,1,WN,917,N780SW,SFO,LAS,630,631,1,12,643,90,76,61,414,744,3,800,747,-13,0,0,,,,,,
4222710,2015,9,20,7,OO,4692,N820SK,LAX,SMF,1700,1708,8,30,1738,93,88,53,373,1831,5,1833,1836,3,0,0,,,,,,
4903499,2015,11,2,1,DL,1909,N3772H,SLC,SAN,2150,2149,-1,13,2202,113,118,101,626,2243,4,2243,2247,4,0,0,,,,,,
1810942,2015,4,26,7,AA,2464,N472AA,DFW,BNA,1030,1026,-4,19,1045,116,97,73,631,1158,5,1226,1203,-23,0,0,,,,,,
2711986,2015,6,20,6,DL,1829,N534US,MIA,DTW,1125,1119,-6,16,1135,179,164,144,1145,1359,4,1424,1403,-21,0,0,,,,,,
1699199,2015,4,19,7,EV,4397,N11544,JAX,ORD,1146,1152,6,11,1203,159,142,122,864,1305,9,1325,1314,-11,0,0,,,,,,
1009646,2015,3,7,6,UA,1240,N69835,ORD,DEN,2045,2054,9,23,2117,165,157,128,888,2225,6,2230,2231,1,0,0,,,,,,
454992,2015,1,30,5,F9,803,N922FR,MEM,DEN,1820,1811,-9,11,1822,160,149,132,872,1934,6,2000,1940,-20,0,0,,,,,,
643601,2015,2,12,4,AA,2464,N4XSAA,BNA,DFW,1315,1306,-9,12,1318,128,111,92,631,1450,7,1523,1457,-26,0,0,,,,,,
2141492,2015,5,16,6,NK,899,N504NK,DTW,MCO,1610,1718,68,18,1736,149,158,130,957,1946,10,1839,1956,77,0,0,,9,0,31,37,0
160461,2015,1,11,7,MQ,3130,N905MQ,DFW,JAN,1245,1458,133,14,1512,76,85,57,408,1609,14,1401,1623,142,0,0,,9,0,81,52,0
834399,2015,2,24,2,AS,657,N625AS,SAT,SEA,1830,1811,-19,8,1819,270,255,243,1774,2022,4,2100,2026,-34,0,0,,,,,,
3377162,2015,7,30,4,AS,423,N519AS,PDX,SEA,700,701,1,14,715,44,46,25,129,740,7,744,747,3,0,0,,,,,,
4926859,2015,11,4,3,MQ,3120,N508MQ,DFW,LIT,1200,1156,-4,16,1212,78,71,50,304,1302,5,1318,1307,-11,0,0,,,,,,
1754285,2015,4,22,3,EV,5141,N707EV,HPN,ATL,1705,1701,-4,21,1722,135,146,119,780,1921,6,1920,1927,7,0,0,,,,,,
883006,2015,2,27,5,AA,373,N4XHAA,SAT,DFW,1811,,,,,69,,,247,,,1920,,,0,1,B,,,,,
3482204,2015,8,5,3,OO,4853,N807SK,MSP,MDW,1018,1012,-6,22,1034,91,89,62,349,1136,5,1149,1141,-8,0,0,,,,,,
252308,2015,1,17,6,DL,2301,N329NB,LGA,MIA,1100,1059,-1,25,1124,208,196,162,1096,1406,9,1428,1415,-13,0,0,,,,,,
1552808,2015,4,10,5,UA,1566,N68805,MSY,IAD,753,751,-2,13,804,153,157,137,955,1121,7,1126,1128,2,0,0,,,,,,
3925789,2015,9,1,2,DL,1568,N321NB,DTW,GRB,1007,958,-9,15,1013,81,69,51,287,1004,3,1028,1007,-21,0,0,,,,,,
4569489,2015,10,12,1,AA,1195,N343AA,14100,13303,1610,1608,-2,18,1626,175,145,120,1013,1826,7,1905,1833,-32,0,0,,,,,,
2072818,2015,5,12,2,OO,6199,N701SK,DEN,CID,1319,1321,2,10,1331,115,104,88,692,1559,6,1614,1605,-9,0,0,,,,,,
4328836,2015,9,27,7,OO,5192,N730SK,DTW,ORD,1332,1346,14,20,1406,74,80,48,235,1354,12,1346,1406,20,0,0,,6,0,4,10,0
694694,2015,2,15,7,MQ,3257,N544MQ,LGA,RDU,2100,2150,50,26,2216,97,94,65,431,2321,3,2237,2324,47,0,0,,0,0,0,47,0
4394473,2015,10,1,4,AA,170,N3EDAA,12892,12889,1350,1345,-5,30,1415,79,81,45,236,1500,6,1509,1506,-3,0,0,,,,,,
5644737,2015,12,20,7,AA,2347,N4XCAA,CMH,DFW,1609,1606,-3,9,1615,180,186,144,926,1739,33,1809,1812,3,0,0,,,,,,
5378195,2015,12,3,4,OO,5492,N794SK,SAT,IAH,1155,1151,-4,10,1201,63,50,34,191,1235,6,1258,1241,-17,0,0,,,,,,
3530135,2015,8,8,6,WN,1387,N799SW,BDL,MDW,625,624,-1,8,632,140,136,117,777,729,11,745,740,-5,0,0,,,,,,
4407800,2015,10,2,5,EV,4975,N851AS,11433,12197,1031,1024,-7,18,1042,101,108,86,505,1208,4,1212,1212,0,0,0,,,,,,
982623,2015,3,6,5,DL,2192,N815DN,TPA,DTW,815,812,-3,16,828,159,152,126,983,1034,10,1054,1044,-10,0,0,,,,,,
5797831,2015,12,30,3,MQ,3261,N693MQ,ORD,OMA,1332,1445,73,12,1457,98,83,66,416,1603,5,1510,1608,58,0,0,,0,0,0,43,15
1777952,2015,4,24,5,AA,1232,N3GSAA,SFO,LAX,715,707,-8,17,724,92,79,55,337,819,7,847,826,-21,0,0,,,,,,
2246076,2015,5,22,5,UA,731,N478UA,LAX,SFO,2240,2237,-3,25,2302,86,85,55,337,2357,5,6,2,-4,0,0,,,,,,
3952461,2015,9,2,3,WN,1010,N726SW,LAX,SLC,2055,2050,-5,15,2105,100,104,84,590,2329,5,2335,2334,-1,0,0,,,,,,
1364422,2015,3,29,7,US,2036,N762US,CLT,SYR,1620,1619,-1,13,1632,110,109,92,603,1804,4,1810,1808,-2,0,0,,,,,,
4547282,2015,10,11,7,MQ,3390,N845MQ,11298,12191,1030,1026,-4,16,1042,74,66,47,247,1129,3,1144,1132,-12,0,0,,,,,,
2121222,2015,5,15,5,NK,226,N603NK,MYR,IAG,1111,1106,-5,9,1115,109,103,90,650,1245,4,1300,1249,-11,0,0,,,,,,
2089291,2015,5,13,3,OO,4649,N441SW,BZN,SLC,1305,1258,-7,9,1307,80,75,58,347,1405,8,1425,1413,-12,0,0,,,,,,
3129458,2015,7,15,3,AA,397,N3BSAA,SJU,MIA,1310,1358,48,18,1416,168,177,131,1045,1627,28,1558,1655,57,0,0,,9,0,0,48,0
1345283,2015,3,28,6,DL,967,N808DN,SEA,ANC,1130,1139,9,15,1154,213,196,178,1448,1352,3,1403,1355,-8,0,0,,,,,,
212830,2015,1,14,3,EV,4479,N12569,PNS,IAH,1820,1811,-9,10,1821,105,109,88,489,1949,11,2005,2000,-5,0,0,,,,,,
3472112,2015,8,4,2,OO,5165,N770SK,IAH,MSY,1728,1725,-3,15,1740,73,64,46,305,1826,3,1841,1829,-12,0,0,,,,,,
5627378,2015,12,19,6,UA,562,N87513,EWR,MIA,1333,1331,-2,10,1341,196,165,152,1085,1613,3,1649,1616,-33,0,0,,,,,,
4123311,2015,9,14,1,OO,4731,N447SW,GRR,DTW,1020,1016,-4,18,1034,57,58,29,120,1103,11,1117,1114,-3,0,0,,,,,,
4706752,2015,10,21,3,OO,6233,N932EV,11292,12896,1000,957,-3,24,1021,87,108,77,456,1238,7,1227,1245,18,0,0,,18,0,0,0,0
482212,2015,2,1,7,US,1921,N700UW,CLT,JAX,2000,1959,-1,11,2010,78,69,52,328,2102,6,2118,2108,-10,0,0,,,,,,
113595,2015,1,8,4,EV,4114,N13566,IAH,AMA,900,852,-8,16,908,108,100,79,517,1027,5,1048,1032,-16,0,0,,,,,,
5743572,2015,12,27,7,EV,3814,N21144,BNA,IAH,810,802,-8,18,820,143,145,114,657,1014,13,1033,1027,-6,0,0,,,,,,
4611447,2015,10,15,4,OO,4516,N817SK,13487,10713,905,900,-5,18,918,188,198,176,1142,1114,4,1113,1118,5,0,0,,,,,,
4436990,2015,10,4,7,WN,3858,N8320J,14107,13342,1115,1110,-5,12,1122,205,182,166,1460,1608,4,1640,1612,-28,0,0,,,,,,
305806,2015,1,21,3,EV,2555,N830AS,SHV,DFW,639,630,-9,9,639,61,55,40,190,719,6,740,725,-15,0,0,,,,,,
705415,2015,2,16,1,DL,459,N624AG,JFK,SFO,1515,1627,72,32,1659,410,379,341,2586,1940,6,1905,1946,41,0,0,,0,0,41,0,0
3358038,2015,7,28,2,AA,2084,N751UW,PHX,STL,2355,2352,-3,12,4,172,173,158,1262,442,3,447,445,-2,0,0,,,,,,
1244089,2015,3,22,7,WN,886,N785SW,STL,SAT,1015,1007,-8,8,1015,135,128,114,786,1209,6,1230,1215,-15,0,0,,,,,,
807460,2015,2,23,1,OO,2610,N435SW,MRY,LAX,750,738,-12,18,756,74,82,45,266,841,19,904,900,-4,0,0,,,,,,
4817524,2015,10,28,3,DL,990,N987AT,10397,13232,1056,1054,-2,19,1113,117,106,83,591,1136,4,1153,1140,-13,0,0,,,,,,
2577551,2015,6,12,5,WN,3052,N242WN,DEN,SLC,1150,1256,66,13,1309,80,88,70,391,1419,5,1310,1424,74,0,0,,8,0,3,63,0
501797,2015,2,3,2,AS,690,N320AS,SEA,GEG,800,755,-5,9,804,60,54,42,224,846,3,900,849,-11,0,0,,,,,,
1412358,2015,4,1,3,AA,266,N5DJAA,LIH,LAX,1353,1410,17,8,1418,336,305,286,2615,2204,11,2229,2215,-14,0,0,,,,,,
5134103,2015,11,17,2,WN,3162,N253WN,PHX,SAN,1430,1427,-3,8,1435,65,60,48,304,1423,4,1435,1427,-8,0,0,,,,,,
3021525,2015,7,9,4,WN,436,N904WN,BOS,HOU,650,650,0,17,707,255,227,204,1609,931,6,1005,937,-28,0,0,,,,,,
2112709,2015,5,14,4,EV,4285,N26545,IAH,GSP,1939,1936,-3,52,2028,133,167,111,837,2319,4,2252,2323,31,0,0,,31,0,0,0,0
4210649,2015,9,19,6,WN,1802,N7746C,BWI,MKE,1945,1940,-5,11,1951,120,111,96,641,2027,4,2045,2031,-14,0,0,,,,,,
2243605,2015,5,22,5,OO,5202,N753SK,ORD,FSD,1913,1918,5,18,1936,99,98,75,462,2051,5,2052,2056,4,0,0,,,,,,
4597,2015,1,1,4,WN,16,N646SW,DAL,ABQ,1125,1131,6,10,1141,110,125,96,580,1217,19,1215,1236,21,0,0,,15,0,6,0,0
3752642,2015,8,21,5,EV,4277,N12157,IAH,ICT,1250,1248,-2,20,1308,113,104,77,542,1425,7,1443,1432,-11,0,0,,,,,,
2811104,2015,6,26,5,WN,745,N7741C,HOU,OAK,900,859,-1,12,911,235,238,211,1642,1042,15,1055,1057,2,0,0,,,,,,
4644773,2015,10,17,6,DL,1272,N996DL,13198,10397,1008,1009,1,11,1020,117,102,86,692,1246,5,1305,1251,-14,0,0,,,,,,
3081849,2015,7,12,7,EV,2682,N629AE,BRO,DFW,1733,1731,-2,8,1739,107,94,79,482,1858,7,1920,1905,-15,0,0,,,,,,
4806757,2015,10,27,2,NK,227,N526NK,10397,12266,1558,1617,19,20,1637,128,134,106,689,1723,8,1706,1731,25,0,0,,25,0,0,0,0
4584826,2015,10,13,2,OO,4515,N935SW,13487,12884,1512,1506,-6,18,1524,93,87,66,455,1730,3,1745,1733,-12,0,0,,,,,,
3206013,2015,7,20,1,AA,1594,N4XSAA,MSY,DFW,615,627,12,12,639,98,87,68,447,747,7,753,754,1,0,0,,,,,,
2359221,2015,5,30,6,EV,6136,N16541,TYS,ORD,854,903,9,12,915,106,102,83,475,938,7,940,945,5,0,0,,,,,,
5518564,2015,12,12,6,AA,310,N3BVAA,MIA,LGA,1408,1407,-1,10,1417,172,165,150,1096,1647,5,1700,1652,-8,0,0,,,,,,
34692,2015,1,3,6,MQ,3574,N603MQ,MIA,CMH,930,934,4,15,949,165,163,141,990,1210,7,1215,1217,2,0,0,,,,,,
808808,2015,2,23,1,DL,583,N359NW,LGA,DTW,905,905,0,28,933,128,118,86,502,1059,4,1113,1103,-10,0,0,,,,,,
1411221,2015,4,1,3,B6,88,N643JB,SFO,LAS,1246,1258,12,10,1308,100,81,64,414,1412,7,1426,1419,-7,0,0,,,,,,
1226463,2015,3,21,6,OO,5584,N709SK,PSP,IAH,645,641,-4,12,653,180,180,161,1269,1134,7,1145,1141,-4,0,0,,,,,,
3855020,2015,8,27,4,UA,377,N845UA,DEN,ABQ,1848,1911,23,12,1923,81,76,60,349,2023,4,2009,2027,18,0,0,,0,0,18,0,0
1866102,2015,4,29,3,EV,4454,N13132,IAH,HSV,1602,1556,-6,15,1611,110,101,81,595,1732,5,1752,1737,-15,0,0,,,,,,
2568576,2015,6,11,4,US,1851,N189UW,CLT,ORD,2005,2011,6,14,2025,125,112,91,599,2056,7,2110,2103,-7,0,0,,,,,,
224133,2015,1,15,4,MQ,3118,N500MQ,ORD,MDT,1350,1344,-6,28,1412,98,107,75,594,1627,4,1628,1631,3,0,0,,,,,,
535601,2015,2,5,4,OO,4479,N814SK,SLC,DEN,1059,1057,-2,22,1119,86,88,56,391,1215,10,1225,1225,0,0,0,,,,,,
5518140,2015,12,12,6,EV,4111,N11176,EWR,OMA,1340,1403,23,16,1419,198,196,176,1134,1615,4,1558,1619,21,0,0,,0,0,21,0,0
1295673,2015,3,25,3,UA,1602,N26952,LAX,IAH,1146,1629,283,14,1643,195,188,157,1379,2120,17,1701,2137,276,0,0,,0,0,276,0,0
5179777,2015,11,20,5,WN,595,N730SW,MAF,LAS,1045,1046,1,7,1053,140,130,119,795,1052,4,1105,1056,-9,0,0,,,,,,
1203350,2015,3,19,4,AA,345,N3BVAA,LGA,ORD,1709,2036,207,51,2127,171,182,126,733,2233,5,1900,2238,218,0,0,,11,0,0,207,0
1538241,2015,4,9,4,DL,1272,N627DL,MCI,ATL,1006,1002,-4,11,1013,119,111,95,692,1248,5,1305,1253,-12,0,0,,,,,,
2646326,2015,6,16,2,B6,1304,N648JB,SJU,JFK,1423,1422,-1,10,1432,247,230,201,1598,1753,19,1830,1812,-18,0,0,,,,,,
4945132,2015,11,5,4,AS,123,N619AS,SEA,FAI,1355,1351,-4,13,1404,237,227,211,1533,1635,3,1652,1638,-14,0,0,,,,,,
4032204,2015,9,8,2,UA,1688,N17233,DEN,LGA,1005,1005,0,24,1029,234,263,232,1620,1621,7,1559,1628,29,0,0,,29,0,0,0,0
4631329,2015,10,16,5,WN,1215,N235WN,11259,11066,1215,1215,0,10,1225,140,127,113,919,1518,4,1535,1522,-13,0,0,,,,,,
3594560,2015,8,11,2,AA,1928,N741UW,CLT,BNA,2225,2308,43,17,2325,76,72,49,328,2314,6,2241,2320,39,0,0,,0,0,24,15,0
3528708,2015,8,7,5,VX,1652,N849VA,SFO,LAS,2220,2229,9,10,2239,90,79,61,414,2340,8,2350,2348,-2,0,0,,,,,,
3972072,2015,9,4,5,DL,2050,N920DE,ORD,DTW,700,828,88,20,848,78,79,48,235,1036,11,918,1047,89,0,0,,1,0,88,0,0
746066,2015,2,19,4,DL,1603,N666DN,FLL,MSP,725,716,-9,13,729,226,237,218,1487,1007,6,1011,1013,2,0,0,,,,,,
4453404,2015,10,5,1,DL,2356,N940AT,15249,10397,1103,1119,16,8,1127,66,60,42,223,1209,10,1209,1219,10,0,0,,,,,,
1067690,2015,3,11,3,B6,1272,N636JB,FLL,LGA,1252,1247,-5,14,1301,176,154,134,1076,1515,6,1548,1521,-27,0,0,,,,,,
1381729,2015,3,30,1,MQ,3262,N823MQ,ORD,GRB,1640,1636,-4,19,1655,64,51,27,173,1722,5,1744,1727,-17,0,0,,,,,,
4327371,2015,9,27,7,WN,2455,N237WN,SJC,PHX,1200,1157,-3,13,1210,110,108,89,621,1339,6,1350,1345,-5,0,0,,,,,,
1733661,2015,4,21,2,DL,2026,N543US,FLL,ATL,1252,1251,-1,16,1307,123,105,83,581,1430,6,1455,1436,-19,0,0,,,,,,
2922089,2015,7,2,4,WN,135,N7747C,SFO,DEN,2010,2007,-3,9,2016,150,135,121,967,2317,5,2340,2322,-18,0,0,,,,,,
3948005,2015,9,2,3,EV,5602,N872AS,ATL,LFT,1610,1606,-4,11,1617,103,90,76,503,1633,3,1653,1636,-17,0,0,,,,,,
